0;0;0;null
0;1;0;null
0;2;0;null
0;3;1;
0;4;2;
0;5;10;
0;6;20;
0;7;20;
0;8;15;
0;9;1;
0;10;18;
0;11;13;
0;12;5;
0;13;20;
0;14;20;
0;15;20;
0;16;20;
0;17;14;
0;18;-1;-1
0;19;-1;-1
0;20;12;
0;21;11;
0;22;1;
0;23;1;
0;24;1;
0;25;1;
0;26;1;
0;27;-1;-1
1;0;20;
1;1;20;
1;2;20;
1;3;1;
1;4;1;
1;5;20;
1;6;20;
1;7;20;
1;8;20;
1;9;1;
1;10;20;
1;11;20;
1;12;20;
1;13;20;
1;14;20;
1;15;20;
1;16;20;
1;17;20;
1;18;20;
1;19;20;
1;20;20;
1;21;20;
1;22;1;
1;23;1;
1;24;1;
1;25;1;
1;26;1;
1;27;20;
2;0;-1;-1
2;1;-1;-1
2;2;-1;-1
2;3;-1;-1
2;4;2;
2;5;-1;-1
2;6;-1;-1
2;7;-1;-1
2;8;-1;-1
2;9;3;
2;10;-1;-1
2;11;-1;-1
2;12;6;
2;13;-1;-1
2;14;-1;-1
2;15;-1;-1
2;16;-1;-1
2;17;-1;-1
2;18;-1;-1
2;19;-1;-1
2;20;-1;-1
2;21;-1;-1
2;22;-1;-1
2;23;-1;-1
2;24;-1;-1
2;25;-1;-1
2;26;-1;-1
2;27;-1;-1
3;0;-1;-1
3;1;-1;-1
3;2;-1;-1
3;3;-1;-1
3;4;-1;-1
3;5;-1;-1
3;6;-1;-1
3;7;-1;-1
3;8;-1;-1
3;9;-1;-1
3;10;-1;-1
3;11;-1;-1
3;12;-1;-1
3;13;-1;-1
3;14;-1;-1
3;15;-1;-1
3;16;-1;-1
3;17;-1;-1
3;18;-1;-1
3;19;-1;-1
3;20;-1;-1
3;21;-1;-1
3;22;20;
3;23;4;
3;24;-1;-1
3;25;-1;-1
3;26;nan;-1
3;27;-1;-1
4;0;-1;-1
4;1;-1;-1
4;2;-1;-1
4;3;-1;-1
4;4;-1;-1
4;5;-1;-1
4;6;-1;-1
4;7;-1;-1
4;8;-1;-1
4;9;-1;-1
4;10;-1;-1
4;11;-1;-1
4;12;-1;-1
4;13;-1;-1
4;14;-1;-1
4;15;-1;-1
4;16;-1;-1
4;17;-1;-1
4;18;-1;-1
4;19;-1;-1
4;20;-1;-1
4;21;-1;-1
4;22;-1;-1
4;23;-1;-1
4;24;-1;-1
4;25;-1;-1
4;26;20;
4;27;-1;-1
5;0;-1;-1
5;1;-1;-1
5;2;-1;-1
5;3;-1;-1
5;4;6;
5;5;-1;-1
5;6;-1;-1
5;7;-1;-1
5;8;-1;-1
5;9;-1;-1
5;10;-1;-1
5;11;-1;-1
5;12;-1;-1
5;13;-1;-1
5;14;-1;-1
5;15;-1;-1
5;16;-1;-1
5;17;-1;-1
5;18;-1;-1
5;19;-1;-1
5;20;-1;-1
5;21;-1;-1
5;22;-1;-1
5;23;-1;-1
5;24;-1;-1
5;25;-1;-1
5;26;-1;-1
5;27;-1;-1
6;0;-1;-1
6;1;-1;-1
6;2;-1;-1
6;3;-1;-1
6;4;6;
6;5;-1;-1
6;6;-1;-1
6;7;-1;-1
6;8;-1;-1
6;9;-1;-1
6;10;-1;-1
6;11;-1;-1
6;12;-1;-1
6;13;-1;-1
6;14;-1;-1
6;15;-1;-1
6;16;-1;-1
6;17;-1;-1
6;18;-1;-1
6;19;-1;-1
6;20;-1;-1
6;21;-1;-1
6;22;-1;-1
6;23;-1;-1
6;24;7;
6;25;7;
6;26;-1;-1
6;27;-1;-1
7;0;-1;-1
7;1;-1;-1
7;2;-1;-1
7;3;-1;-1
7;4;-1;-1
7;5;8;
7;6;8;
7;7;-1;-1
7;8;-1;-1
7;9;-1;-1
7;10;-1;-1
7;11;-1;-1
7;12;-1;-1
7;13;-1;-1
7;14;-1;-1
7;15;-1;-1
7;16;-1;-1
7;17;-1;-1
7;18;-1;-1
7;19;-1;-1
7;20;-1;-1
7;21;-1;-1
7;22;-1;-1
7;23;-1;-1
7;24;-1;-1
7;25;-1;-1
7;26;-1;-1
7;27;-1;-1
8;0;-1;-1
8;1;-1;-1
8;2;-1;-1
8;3;-1;-1
8;4;9;
8;5;-1;-1
8;6;-1;-1
8;7;-1;-1
8;8;-1;-1
8;9;-1;-1
8;10;-1;-1
8;11;-1;-1
8;12;-1;-1
8;13;-1;-1
8;14;-1;-1
8;15;-1;-1
8;16;-1;-1
8;17;-1;-1
8;18;-1;-1
8;19;-1;-1
8;20;-1;-1
8;21;-1;-1
8;22;-1;-1
8;23;-1;-1
8;24;-1;-1
8;25;-1;-1
8;26;-1;-1
8;27;-1;-1
9;0;20;
9;1;20;
9;2;20;
9;3;20;
9;4;9;
9;5;20;
9;6;20;
9;7;20;
9;8;20;
9;9;20;
9;10;20;
9;11;20;
9;12;20;
9;13;20;
9;14;20;
9;15;20;
9;16;20;
9;17;20;
9;18;20;
9;19;20;
9;20;20;
9;21;20;
9;22;20;
9;23;20;
9;24;20;
